Annual Avg Yield,Annual Avg Min Temp,Annual Avg Max Temp,Total Accumulated Rain,Total Accumulated Radiation,Class,avg,std,num stds
2.0425,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.371616013
1.9775,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.220448058
2.065,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.423943381
1.8275,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,0.871598931
1.805,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,0.819271563
1.955,3.248629719,15.6710047,10868.15,1515468.66,2,1.452725263,0.429985311,1.168120689
1.8375,3.248629719,15.6710047,10868.15,1515468.66,2,1.452725263,0.429985311,0.89485554
1.945,3.248629719,15.6710047,10868.15,1515468.66,2,1.452725263,0.429985311,1.14486408
2.185,3.248629719,15.6710047,10868.15,1515468.66,2,1.452725263,0.429985311,1.703022683
1.75,3.248629719,15.6710047,10868.15,1515468.66,2,1.452725263,0.429985311,0.691360216
1.9675,3.248629719,15.6710047,10868.15,1515468.66,2,1.452725263,0.429985311,1.197191449
2.0575,3.248629719,15.6710047,10868.15,1515468.66,2,1.452725263,0.429985311,1.406500925
1.9225,3.248629719,15.6710047,10868.15,1515468.66,2,1.452725263,0.429985311,1.092536711
2.0075,3.248629719,15.6710047,10868.15,1515468.66,2,1.452725263,0.429985311,1.290217883
2.165,3.248629719,15.6710047,10868.15,1515468.66,2,1.452725263,0.429985311,1.656509466
1.9,3.248629719,15.6710047,10868.15,1515468.66,2,1.452725263,0.429985311,1.040209343
1.96,3.248629719,15.6710047,10868.15,1515468.66,2,1.452725263,0.429985311,1.179748993
1.8875,3.248629719,15.6710047,10868.15,1515468.66,2,1.452725263,0.429985311,1.011138582
1.775,3.248629719,15.6710047,10868.15,1515468.66,2,1.452725263,0.429985311,0.749501737
1.965,3.248629719,15.6710047,10868.15,1515468.66,2,1.452725263,0.429985311,1.191377297
2.02,2.314448466,14.38057176,11113.79,1488887.99,2,1.452725263,0.429985311,1.319288644
2.105,2.314448466,14.38057176,11113.79,1488887.99,2,1.452725263,0.429985311,1.516969815
1.9575,2.314448466,14.38057176,11113.79,1488887.99,2,1.452725263,0.429985311,1.173934841
2.0275,2.314448466,14.38057176,11113.79,1488887.99,2,1.452725263,0.429985311,1.3367311
2.06,2.314448466,14.38057176,11113.79,1488887.99,2,1.452725263,0.429985311,1.412315077
2.175,2.314448466,14.38057176,11113.79,1488887.99,2,1.452725263,0.429985311,1.679766074
2,2.314448466,14.38057176,11113.79,1488887.99,2,1.452725263,0.429985311,1.272775427
2.0125,2.314448466,14.38057176,11113.79,1488887.99,2,1.452725263,0.429985311,1.301846187
